Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio
2009-10-12 00:00:00.0,14.46771,21.1,8.1,,,,17.03889,,,,0.0,0.0,0.0,,,,,0,,,,  ,,  ,,,,,
2009-10-13 00:00:00.0,19.08461,27.4,12.0,,,,17.23541,,,,5.6,0.2,0.2,,,12.89168,55,50,10.21735,,,  ,,  ,,,,,-12.45001
2009-10-14 00:00:00.0,12.85794,18.5,9.6,,,,16.02708,,,,0.4,5.8,1.0,,,12.37703,81,76,9.271823,,,  ,,  ,,,,,8.715003
2009-10-15 00:00:00.0,12.0163,20.3,4.0,,,,15.39931,,,,0.0,0.0,0.0,,,9.015726,64,48,4.875106,,,  ,,  ,,,,,2.489997
2009-10-16 00:00:00.0,13.44297,21.3,5.4,,,,15.83611,,,,0.0,0.0,0.0,,,10.45783,63,40,6.587521,,,  ,,  ,,,,,-0.5810006
2009-10-17 00:00:00.0,,21.9,9.5,,,,17.05363,,,,0.0,0.0,0.0,,,,,40,,,,  ,,  ,,,,,
2009-10-18 00:00:00.0,,23.2,9.1,,,,17.77917,,,,0.0,0.0,0.0,,,,,60,,,,  ,,  ,,,,,
2009-10-19 00:00:00.0,18.72109,23.6,14.3,,,,18.76597,,,,0.0,0.0,0.0,,,,,49,,,,  ,,  ,,,,,
2009-10-20 00:00:00.0,,27.2,8.1,,,,18.25,,,,14.2,0.0,0.0,,,,,51,,,,  ,,  ,,,,,
2009-10-21 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2009-10-22 00:00:00.0,,22.5,7.7,,,,17.31875,,,,0.0,0.0,0.0,,,,,53,,,,  ,,  ,,,,,
2009-10-23 00:00:00.0,20.94921,31.1,14.5,,,,19.05,,,,,,10.2,,,,,69,,,,  ,,  ,,,,,
2009-10-24 00:00:00.0,14.37913,20.8,9.2,,,,18.39375,,,,0.0,1.8,1.6,,,10.0116,67,62,6.376649,,,  ,,  ,,,,0.0,-0.6640006
2009-10-25 00:00:00.0,,22.3,7.6,,,,17.73403,,,,0.0,0.0,0.0,,,,,43,,,,  ,,  ,,,,,
2009-10-26 00:00:00.0,15.08371,20.6,9.5,,,,17.72727,,,,0.0,0.0,0.0,,,9.201377,53,45,5.199036,,,  ,,  ,,,,,-3.983999
2009-10-27 00:00:00.0,,23.7,10.5,,,,17.54791,,,,0.0,0.0,0.0,,,,,53,,,,  ,,  ,,,,,
2009-10-28 00:00:00.0,21.32627,30.5,13.7,,,,19.27084,,,,0.0,0.0,0.0,,,15.02385,59,54,12.79713,,,  ,,  ,,,,,-15.02301
2009-10-29 00:00:00.0,23.34486,34.7,14.7,,,,20.75973,,,,0.2,0.2,0.2,,,21.45493,67,56,18.67207,,,  ,,  ,,,,,-15.85301
2009-10-30 00:00:00.0,28.38385,34.1,23.7,,,,23.04236,,,,0.0,0.0,0.0,,,22.63267,58,53,19.45793,,,  ,,  ,,,,,-21.24802
2009-10-31 00:00:00.0,18.40503,23.7,17.3,,,,20.38111,,,,,30.0,4.6,,,17.61513,82,85,15.11647,,,  ,,  ,,,,0.0,-18.75802
2009-11-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2009-11-02 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2009-11-03 00:00:00.0,,,,,,,,,,,0.0,,,,,,,52,,,,  ,,  ,,,,,
2009-11-04 00:00:00.0,,23.3,12.9,,,,20.59652,,,,0.0,0.0,0.0,,,,,41,,,,  ,,  ,,,,,
2009-11-05 00:00:00.0,20.8126,28.9,11.3,,,,21.31875,,,,0.0,0.0,0.0,,,,,60,,,,  ,,  ,,,,,
2009-11-06 00:00:00.0,20.95737,25.0,17.1,,,,21.47292,,,,0.0,0.0,0.0,,,24.25433,88,62,20.88387,,,  ,,  ,,,,,-20.33502
2009-11-07 00:00:00.0,,21.2,12.3,,,,20.3875,,,,0.0,0.0,0.0,,,,,34,,,,  ,,  ,,,,,
2009-11-08 00:00:00.0,16.1553,24.9,8.9,,,,19.48819,,,,0.0,0.0,0.0,,,12.4921,61,50,9.729932,,,  ,,  ,,,,,-8.798
2009-11-09 00:00:00.0,,23.2,13.3,,,,19.36907,,,,0.4,0.4,0.4,,,,,52,,,,  ,,  ,,,,,
2009-11-10 00:00:00.0,,25.1,5.7,,,,19.275,,,,0.0,0.0,0.0,,,,,47,,,,  ,,  ,,,,,
2009-11-11 00:00:00.0,19.40144,28.9,8.3,,,,20.17778,,,,0.0,0.0,0.0,,,11.36386,53,22,8.596402,,,  ,,  ,,,,0.0,-13.11401
2009-11-12 00:00:00.0,22.20381,30.9,12.9,,,,21.3382,,,,0.0,0.0,0.0,,,16.80675,54,49,14.43069,,,  ,,  ,,,,,-16.76601
2009-11-13 00:00:00.0,,32.0,19.0,,,,22.67361,,,,37.8,37.8,24.0,,,23.90569,75,67,20.71636,,,  ,,  ,,,,,-20.99902
2009-11-14 00:00:00.0,20.78456,27.1,17.0,,,,21.8132,,,,0.0,0.0,0.0,,,16.88444,70,62,14.48919,,,  ,,  ,,,,0.0,-19.75403
2009-11-15 00:00:00.0,19.96014,27.7,15.6,,,,21.00694,,,,0.0,0.0,0.0,,,15.77113,73,66,13.6601,,,  ,,  ,,,,0.0,-15.60401
2009-11-16 00:00:00.0,,29.0,12.6,,,,21.35715,,,,1.0,0.0,0.0,,,,,,,,,  ,,  ,,,,,
2009-11-17 00:00:00.0,,28.7,20.6,,,,22.36057,,,,0.8,1.8,0.8,,,,,82,,,,  ,,  ,,,,,
2009-11-18 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2009-11-20 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2009-11-23 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2009-11-24 00:00:00.0,22.37051,28.3,18.2,,,,23.34792,,,,0.0,0.0,0.0,,,23.56383,86,83,20.06637,,,  ,,  ,,,,0.0,-23.90403
2009-11-25 00:00:00.0,25.45903,30.4,22.8,,,,24.49862,,,,0.0,0.0,0.0,,,25.58744,80,77,21.42279,,,  ,,  ,,,,0.0,-23.90403
2009-11-26 00:00:00.0,24.09514,30.0,16.9,,,,24.71111,,,,0.2,0.0,0.0,,,15.51824,56,46,13.38427,,,  ,,  ,,,,0.0,-22.82503
2009-11-27 00:00:00.0,19.28542,23.2,15.6,,,,22.58472,,,,11.4,11.6,2.2,,,16.77874,79,80,14.72829,,,  ,,  ,,,,0.0,-17.67902
2009-11-28 00:00:00.0,20.73541,28.8,15.2,,,,22.18334,,,,0.0,0.0,0.0,,,19.9229,79,73,17.41222,,,  ,,  ,,,,0.0,-20.16902
2009-11-29 00:00:00.0,21.0125,23.3,17.2,,,,22.48959,,,,11.99999,11.39999,0.8,,,22.76475,96,95,19.44614,,,  ,,  ,,,,0.0,-19.83702
2009-11-30 00:00:00.0,19.71458,27.6,12.3,,,,22.17847,,,,0.4,0.8,0.2,,,14.02251,68,60,11.79085,,,  ,,  ,,,,0.0,-13.11401
2009-12-01 00:00:00.0,20.03819,28.3,13.0,,,,22.24097,,,,1.6,1.8,0.8,,,15.94769,68,61,13.77873,,,  ,,  ,,,,0.0,-18.67502
2009-12-02 00:00:00.0,22.36459,29.2,16.9,,,,23.48957,,,,0.0,0.0,0.2,,,17.8191,66,60,15.35709,,,  ,,  ,,,,0.0,-22.57603
2009-12-03 00:00:00.0,18.33958,25.5,12.4,,,,22.90555,,,,0.0,0.0,0.0,,,11.31614,61,54,8.709732,,,  ,,  ,,,,0.0,-11.371
2009-12-04 00:00:00.0,16.73542,23.9,7.5,,,,22.13125,,,,0.0,0.0,0.0,,,11.14569,61,50,8.385518,,,  ,,  ,,,,0.0,-11.62
2009-12-05 00:00:00.0,15.82153,19.2,12.1,,,,20.61318,,,,,5.399999,1.6,,,14.80263,87,87,12.75863,,,  ,,  ,,,,0.0,-1.825999
2009-12-06 00:00:00.0,,,,,,,,,,,0.0,,,,,,,70,,,,  ,,  ,,,,,
2009-12-07 00:00:00.0,17.70209,23.6,11.3,,,,20.96667,,,,0.0,0.0,0.0,,,13.06401,65,61,10.88558,,,  ,,  ,,,,0.0,-12.78201
2009-12-08 00:00:00.0,20.44166,26.4,13.8,,,,22.12917,,,,0.0,0.0,0.0,,,15.80731,66,59,13.69893,,,  ,,  ,,,,0.0,-18.59202
2009-12-09 00:00:00.0,23.17084,30.4,17.1,,,,23.46459,,,,0.0,0.0,0.0,,,18.23982,65,59,16.01119,,,  ,,  ,,,,0.0,-23.15703
2009-12-10 00:00:00.0,24.625,31.9,16.2,,,,24.1625,,,,0.0,0.0,0.0,,,18.79405,64,56,16.44912,,,  ,,  ,,,,0.0,-22.49303
2009-12-11 00:00:00.0,22.54514,25.7,20.1,,,,23.64513,,,,0.0,0.0,0.0,,,18.51311,72,71,16.25462,,,  ,,  ,,,,0.0,-23.07403
2009-12-12 00:00:00.0,19.34237,24.9,14.2,,,,22.72639,,,,0.0,0.0,0.0,,,14.3603,66,60,12.30935,,,  ,,  ,,,,0.0,-16.35101
2009-12-13 00:00:00.0,20.00486,26.2,13.2,,,,22.43126,,,,0.0,0.0,0.0,,,13.28644,58,52,11.11359,,,  ,,  ,,,,0.0,-18.92402
2009-12-14 00:00:00.0,22.90347,30.7,17.3,,,,23.54444,,,,0.0,0.0,0.0,,,16.16745,58,57,14.14215,,,  ,,  ,,,,0.0,-22.90803
2009-12-15 00:00:00.0,22.49236,29.7,15.8,,,,24.11737,,,,0.0,0.0,0.0,,,17.67273,67,63,15.4921,,,  ,,  ,,,,0.0,-21.33103
2009-12-16 00:00:00.0,22.02292,26.0,20.2,,,,23.32777,,,,0.0,0.0,0.0,,,20.11127,76,75,17.55518,,,  ,,  ,,,,0.0,-23.90403
2009-12-17 00:00:00.0,23.46598,29.0,18.7,,,,23.95972,,,,0.0,0.0,0.0,,,19.52452,67,63,17.11465,,,  ,,  ,,,,0.0,-23.90403
2009-12-18 00:00:00.0,25.5,31.6,20.0,,,,25.01389,,,,0.0,0.0,0.0,,,19.95131,62,59,17.43478,,,  ,,  ,,,,0.0,-23.90403
2009-12-19 00:00:00.0,24.90209,31.4,21.0,,,,24.71319,,,,37.40001,37.40001,19.2,,,25.52957,86,94,21.4168,,,  ,,  ,,,,0.0,-23.90403
2009-12-20 00:00:00.0,23.79305,29.6,20.4,,,,24.97639,,,,0.0,0.0,0.0,,,21.76444,76,69,18.77557,,,  ,,  ,,,,0.0,-23.90403
2009-12-21 00:00:00.0,23.53776,29.2,16.5,,,,25.53776,,,,0.0,0.0,0.0,,,19.81967,70,63,17.3362,,,  ,,  ,,,,0.0,-22.07803
2009-12-22 00:00:00.0,25.78542,31.4,21.0,,,,26.37014,,,,10.8,0.6,0.6,,,25.33898,75,72,21.29203,,,  ,,  ,,,,0.0,-23.90403
2009-12-23 00:00:00.0,26.15279,30.6,22.7,,,,26.57709,,,,25.0,10.2,2.4,,,26.75625,82,80,22.18077,,,  ,,  ,,,,0.0,-23.90403
2009-12-24 00:00:00.0,24.7625,29.4,20.7,,,,25.75833,,,,8.799999,33.8,17.4,,,24.79079,82,75,20.88797,,,  ,,  ,,,,0.0,-23.90403
2009-12-25 00:00:00.0,23.49444,28.4,17.7,,,,25.84861,,,,22.4,1.6,1.6,,,21.4685,73,72,18.42226,,,  ,,  ,,,,0.0,-23.40603
2009-12-26 00:00:00.0,24.75833,30.2,20.8,,,,26.03542,,,,14.0,34.8,9.4,,,24.88898,82,80,20.97606,,,  ,,  ,,,,0.0,-23.90403
2009-12-27 00:00:00.0,25.40625,31.2,20.3,,,,26.47777,,,,0.0,0.0,0.0,,,24.94172,77,68,21.03969,,,  ,,  ,,,,0.0,-23.90403
2009-12-28 00:00:00.0,24.6125,27.0,22.3,,,,26.2375,,,,2.4,2.4,0.8,,,25.95431,87,89,21.69615,,,  ,,  ,,,,0.0,-23.90403
2009-12-29 00:00:00.0,23.42014,30.9,19.8,,,,,,,,,,,,,,,83,,,,  ,,  ,,,,,
2010-08-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2010-08-10 00:00:00.0,10.1118,20.5,1.5,,1.7,,9.764584,,1.7,,0.0,0.0,0.0,,,8.323951,72,69,4.218621,,,  ,,  ,,,,7.635996,5.063001
2010-08-11 00:00:00.0,10.95486,15.9,5.8,,6.2,,9.640282,,6.2,,0.0,0.0,0.0,,,9.702502,72,67,6.299067,,,  ,,  ,,,,2.822,9.213
2010-08-12 00:00:00.0,11.58333,13.1,9.4,,9.5,,10.42014,,9.5,,0.0,0.0,0.0,,,10.99224,83,82,8.253856,,,  ,,  ,,,,0.0,13.36302
2010-08-13 00:00:00.0,7.3875,10.5,4.1,,4.2,,9.185415,,4.2,,0.2,0.2,0.2,,,8.11267,80,81,3.89493,,,  ,,  ,,,,11.288,
2010-08-14 00:00:00.0,7.105555,12.5,2.0,,2.0,,9.130554,,2.0,,0.0,0.0,0.0,,,7.506273,76,70,2.828429,,,  ,,  ,,,,9.794,
2010-08-15 00:00:00.0,7.309723,11.8,1.9,,2.1,,9.025693,,2.1,,0.0,0.0,0.0,,,8.548521,84,85,4.668127,,,  ,,  ,,,,8.465997,
2010-08-16 00:00:00.0,11.19306,18.1,6.9,,7.1,,9.954862,,7.1,,0.0,0.0,0.0,,,10.40483,82,80,7.533203,,,  ,,  ,,,,3.153999,10.541
2010-08-17 00:00:00.0,11.55903,20.2,4.4,,4.6,,10.58194,,4.6,,0.0,0.0,0.0,,,12.04178,83,81,9.500175,,,  ,,  ,,,,6.971997,1.411
2010-08-18 00:00:00.0,15.55347,21.8,11.0,,11.5,,12.14861,,11.5,,1.0,1.0,0.6,,,14.88822,84,81,12.86856,,,  ,,  ,,,,0.0,-5.229002
2010-08-19 00:00:00.0,14.70764,20.3,7.9,,8.2,,12.86945,,8.2,,0.0,0.0,0.0,,,8.762735,62,54,4.491957,,,  ,,  ,,,,2.656,0.7469998
2010-08-20 00:00:00.0,11.03889,21.7,1.1,,1.3,,11.79236,,1.3,,0.0,0.0,0.0,,,7.571242,61,58,2.903081,,,  ,,  ,,,,7.469996,1.411001
2010-08-21 00:00:00.0,15.81389,25.2,8.9,,9.0,,12.63403,,9.0,,0.0,0.0,0.0,,,10.07745,58,53,6.914745,,,  ,,  ,,,,0.0,-5.561
2010-08-22 00:00:00.0,17.16458,25.1,11.6,,11.8,,14.03334,,11.8,,0.0,0.0,0.0,,,15.80639,80,76,13.72671,,,  ,,  ,,,,0.0,-10.624
2010-08-23 00:00:00.0,16.24931,19.1,12.7,,12.9,,14.25903,,12.9,,0.0,0.0,0.0,,,14.70565,82,75,12.61685,,,  ,,  ,,,,0.0,-7.968
2010-08-24 00:00:00.0,13.67917,20.3,7.6,,7.8,,13.55139,,7.8,,0.0,0.0,0.0,,,7.579082,58,50,2.610151,,,  ,,  ,,,,2.656,3.817998
2010-08-25 00:00:00.0,10.65455,20.1,1.5,,1.6,,11.97063,,1.6,,0.0,0.0,0.0,,,7.26331,66,57,2.029219,,,  ,,  ,,,,9.794,4.730999
2010-08-26 00:00:00.0,10.27361,19.9,1.7,,2.2,,12.08681,,2.2,,0.0,0.0,0.0,,,11.99116,89,85,9.231724,,,  ,,  ,,,,7.469996,4.066999
2010-08-27 00:00:00.0,14.47664,,,,,,13.95,,,,,,,,,14.33899,88,83,12.23858,,,  ,,  ,,,,,-2.075
2010-08-28 00:00:00.0,16.56388,24.2,10.9,,9.4,,14.67639,,10.3,,0.0,0.0,0.0,,,17.16035,89,87,15.02576,,,  ,,  ,,,,0.0,-9.711
2010-08-29 00:00:00.0,14.07362,17.6,10.9,,10.4,,15.02986,,10.6,,0.0,0.0,0.0,,,8.067788,53,53,3.424176,,,  ,,  ,,,,0.0,4.232998
